prompt,prompt_id,file_count,contain_keyword,n,eh,v,axr
Let us now give some thought to the soul.,si1216,1,False,1,1,0,0
Only those story tellers will remain who can imitate the style of the virtuous.,si1217,1,False,3,1,1,1
"Poets, moreover, dwell on human passions.",si1218,1,False,2,1,1,1
Students' choices of ideal educational goals are not arbitrary or whimsical.,si1219,1,False,2,1,1,1
"They also want money, prestige, and security.",si1220,1,False,3,1,0,0
Conservatism and traditionalism seem implied by what has just been said.,si1221,1,False,4,1,1,2
Avowed atheists or freethinkers are so rare as to be a curiosity.,si1222,1,False,0,1,1,2
The redcoats ran like rabbits.,si1223,1,False,1,1,0,1
This is nevertheless a minority view.,si1224,1,False,2,2,2,2
The tragic stage is a platform extending precariously between heaven and hell.,si1225,1,False,3,4,1,0
The wheel of social life spun around the royal or aristocratic centre.,si1226,1,False,1,1,1,3
"From it, spokes of order and degree led to the outward rim of the common man.",si1227,1,False,3,1,2,2
Tragedy presumes such a configuration.,si1228,1,False,2,0,0,1
"Its sphere is that of royal courts, dynastic quarrels, and vaulting ambitions.",si1229,1,False,3,2,2,0
Princes and factions clashed in the open street and died on the open scaffold.,si1230,1,False,8,2,0,0
And their chroniclers are not the dramatic poets but the prose novelists.,si1231,1,False,4,1,1,1
They were not yet prepared to accept it as irremediable.,si1232,1,False,1,3,0,2
It made no difference that most evidence points to an opposite conclusion.,si1233,1,False,7,1,1,0
But none of this could soothe the exacerbated nerves.,si1234,1,False,3,0,1,1
We often say of a person that he looks young for his age or old for his age.,si1235,1,False,0,1,1,3
"Boy, you ain't fooling nobody but yourself.",si1236,1,False,2,1,0,1
We may say of some unfortunates that they were never young.,si1237,1,True,2,2,2,2
How on earth do you manage it?,si1238,1,False,1,0,0,0
Thus far the advances made have been almost entirely along functional lines.,si1239,1,False,5,0,1,1
"He is forced to play for little money, and must often take another job to live.",si1240,1,False,3,0,1,2
"In many of his poems, death comes by train: a strongly evocative visual image.",si1241,1,False,2,2,3,0
But it did print good verse and good fiction.,si1242,1,False,3,0,1,0
Ideas are the thruway to nowhere.,si1243,1,False,1,1,0,0
"The sculptor looked at him, bugeyed and amazed, angry.",si1244,1,False,1,0,0,0
Object -- a village crossroads.,si1245,1,False,0,0,1,0
"He was, thus, an early and spectacular victim.",si1246,1,False,2,1,1,1
"No poetry, no airplanes, no dancers.",si1247,1,False,5,1,0,1
The trouble is that like many symbols it doesn't seem a very realistic one.,si1248,1,False,1,1,1,0
"Maybe twenty, thirty, fifty.",si1249,1,False,0,1,0,0
Evidence that other sources of financing are unavailable must be provided.,si1250,1,False,4,2,3,2
Only rarely is attention given to accurate progress reports and evaluation.,si1251,1,False,4,2,2,2
Development requires a long-term approach.,si1252,1,False,1,1,1,1
Most of our aid will go to those nearing self-sufficiency.,si1253,1,False,1,1,1,0
To honor him is to honor ourselves.,si1254,1,False,2,1,1,2
My sincere wish is that he continues to add to this record he sets here today.,si1255,1,False,1,3,0,1
Origin of state automobile practices.,si1256,1,False,0,0,1,0
Forty-seven states assign or provide vehicles for employees on state business.,si1257,1,False,4,1,3,2
"It does not indicate loose management, ineffective controls or poor policy.",si1258,1,False,3,1,1,0
"From this, motor pool personnel develop other meaningful and related data.",si1259,1,False,3,2,1,1
Unit prices for state vehicles are invariably lower than to the general public.,si1260,1,False,3,3,2,2
"In two cases, airplanes only were indicated.",si1261,1,False,4,1,0,1
Ten others made no reply.,si1262,1,False,2,1,0,2
Both have excellent integration of their fiscal tax collection year calendars.,si1263,1,False,2,3,1,3
Dances alternated with sung or spoken verses.,si1264,1,False,3,0,1,2
Ballets were used in opera from its beginning.,si1265,1,False,2,0,0,2
Twenty-nine exhibits received awards.,si1266,1,False,1,0,1,1
Thirty-five military and civilian students received laboratory training.,si1267,1,False,4,1,3,1
The shutter consists of two parts: a fast-opening part and a fast-closing part.,si1268,1,False,1,1,1,1
Resistance thermometers.,si1269,1,False,0,0,0,1
Vapor pressure method.,si1270,1,False,0,2,1,2
This has been attributed to helium film flow in the vapor pressure thermometer.,si1271,1,False,2,3,1,1
Laboratory astrophysics.,si1272,1,False,0,0,0,0
Selected bibliographies and tables of available data are now in preparation.,si1273,1,False,3,1,2,4
Atomic energy levels.,si1274,1,False,0,1,1,1
Blockade is one answer offered by experts.,si1275,1,False,1,1,0,3
Land-based radar would help with this task.,si1276,1,False,1,1,0,0
So would radar picket ships.,si1277,1,False,0,0,0,0
"Solid concrete blocks, relatively heavy and dense, are used for this shelter.",si1278,1,False,3,4,2,2
Bricks are an alternative.,si1279,1,False,1,0,1,1
The shelter shown would provide almost absolute fallout protection.,si1280,1,False,2,3,1,3
The same shelter could be built into an embankment or below ground level.,si1281,1,False,3,2,1,1
Radio reception is cut down by the shielding necessary to keep out radiation.,si1282,1,False,4,3,0,0
Living in a shelter the radioactivity of fallout decays rapidly at first.,si1283,1,False,1,1,3,0
A battery-powered radio is essential.,si1284,1,False,1,1,0,2
Family rationing probably will be necessary.,si1285,1,False,3,1,0,1
Blowers should be operated periodically on a regular schedule.,si1286,1,False,1,2,0,3
A covered container such as a kitchen garbage pail might do as a toilet.,si1287,1,False,2,0,1,2
A portable electric heater is advisable for shelters in cold climates.,si1288,1,False,0,2,1,2
A flame would use up air.,si1289,1,False,0,1,0,1
One of these is the solidarity and the confidential relationship of marriage.,si1290,1,False,4,4,2,0
"They should live in modest circumstances, avoiding all conspicuous consumption.",si1291,1,False,4,0,2,0
Our aim must be to learn as much as we teach.,si1292,1,False,1,0,0,0
These curves were derived by an analysis of extensive skywave measurement data.,si1293,1,False,4,3,4,2
"If you are a life tenant, you deduct allowable depreciation and depletion.",si1294,1,False,3,1,0,0
He may get a tax refund.,si1295,1,False,1,0,0,0
"Further research, we believe, will develop important commercial applications.",si1296,1,False,1,1,2,1
At intervals an alumni directory is issued.,si1297,1,False,2,2,1,1
Between meetings he helps the president keep track of delegated matters.,si1298,1,False,3,4,1,1
How well do faculty members govern themselves?,si1299,1,False,1,4,2,2
"He can, for example, present significant university-wide issues to the senate.",si1300,1,False,5,2,1,0
Deans can form an important bridge between the president and the faculty.,si1301,1,False,6,1,0,0
"More often, these offices are restricted to the gathering of empirical data.",si1302,1,False,1,0,1,2
A detailed study of this latter phenomenon was not attempted in this paper.,si1303,1,False,4,1,0,2
It was exposed to a high velocity gas jet.,si1304,1,False,0,1,1,0
"If they are not ellipsoids, the conclusions will be a reasonable approximation.",si1305,1,False,3,0,0,0
"This viscosity of the material in the drops is, of course, not negligible.",si1306,1,False,3,1,0,0
This is known as conformational entropy.,si1307,1,False,5,1,0,0
Indeed it is possible to separate electron paramagnetic from nuclear effects.,si1308,1,False,4,5,0,2
The better quality products in both of these lines contain phosphate builders.,si1309,1,False,4,1,0,2
Many scouring powders now also contain phosphates.,si1310,1,False,2,0,0,1
Soil redeposition is evaluated by washing clean swatches with the dirty ones.,si1311,1,False,2,1,1,0
"In most cases, these soils are taken up as liquids through capillary action.",si1312,1,False,2,1,0,0
Cleaned cloth must be protected against the redeposition of dispersed soil.,si1313,1,False,2,2,1,2
The photochemical exchange in the gas phase.,si1314,1,False,2,0,0,0
There are several sources of evidence on the micrometeorite environment.,si1315,1,False,4,3,4,1
Space probes have yielded little information.,si1316,1,False,2,1,1,1
"Being based on so few events, these results are of dubious validity.",si1317,1,False,1,0,3,1
To what extent such low density applies to micrometeorites is unknown.,si1318,1,False,4,2,0,1
Biological warfare is considered to be primarily a strategic weapon.,si1319,1,False,1,3,0,2
This area is highly susceptible to infection.,si1320,1,False,1,4,0,0
There are optimal humidity requirements for various agents when airborne.,si1321,1,False,3,4,1,3
This may be of overriding importance in considering military objectives.,si1322,1,False,2,1,3,2
Lousiness is a prerequisite for epidemic typhus.,si1323,1,False,1,3,0,1
"It is a happy, buzzing crowd.",si1324,1,False,1,0,0,0
"Quite often, honeybees form a majority on the willow catkins.",si1325,1,False,4,0,0,0
"The larvae, kept warm by the queen, are full grown in about ten days.",si1326,1,False,3,2,1,1
"Sometimes, although by no means always, these are indeed alkaline.",si1327,1,False,4,0,0,0
It is possible to make a few generalizations about the six giants themselves.,si1328,1,False,1,2,1,1
This birth length seems to be typical.,si1329,1,False,0,1,0,1
The lower portion provides a rating at any stage between infancy and adulthood.,si1330,1,False,5,1,1,1
No fasciculations or sensory defects were found.,si1331,1,False,4,2,0,2
Thyroid function tests yielded normal results.,si1332,1,False,2,1,0,0
X-ray films of the vertebral column showed progression of the demineralization.,si1333,1,False,0,2,2,3
"Microscopically, there was emphysema, fibrosis, and vascular congestion.",si1334,1,False,3,3,1,1
Inflammatory cells were strikingly absent.,si1335,1,False,1,1,0,1
These were thought to represent regenerating fibers.,si1336,1,False,2,2,0,3
This was chiefly because of the bluish white autofluorescence from the cells.,si1337,1,False,1,2,0,0
No antigen was detectable in certain dark spherical areas in most cells.,si1338,1,False,4,3,0,0
Of particular importance is the study of the actions of drugs in this respect.,si1339,1,False,1,1,3,0
The shock therapies act likewise on the hypothalamic balance.,si1340,1,False,2,1,0,0
Marksmanship example.,si1341,1,False,1,0,0,0
"Before deriving this formula, we explain what we mean by problems of this kind.",si1342,1,False,4,0,2,0
We now generalize these ideas for general binomial experiments.,si1343,1,False,3,3,0,1
Experiment without a fixed number of trials.,si1344,1,False,2,0,1,0
Toss a die until an ace appears.,si1345,1,False,2,0,0,1
Consider couples visiting an art museum.,si1346,1,False,2,1,1,0
"Again, the analyticity of the two curves guarantees that such intervals exist.",si1347,1,False,2,1,3,1
The universe is a safe and permanent home.,si1348,1,False,1,0,1,0
This explains some group ends and provides a justification of their primacy.,si1349,1,False,3,1,1,1
It gives social guidance and direction and makes for programs of social action.,si1350,1,False,3,1,2,1
Religion fosters group life in various ways.,si1351,1,False,2,1,1,0
As such it acts as an anchor for the people.,si1352,1,False,2,1,0,2
These needs usually concern the reduction of guilt and some relief of tension.,si1353,1,False,5,1,2,2
Within the larger social system are the structural and functional subsystems.,si1354,1,False,1,0,0,2
Regulative norms governing subgroups and roles.,si1355,1,False,3,1,2,0
The problem of solidarity and morale again involves the concept of values.,si1356,1,False,3,3,4,1
The population can thereby replenish itself and actually grow larger.,si1357,1,False,4,3,0,1
But the information on the dynamics of population was often quite misleading.,si1358,1,False,3,0,1,1
"In short, scientific sampling was introduced in place of subjective sampling.",si1359,1,False,4,1,2,1
It provides a frame for the sampling census.,si1360,1,False,1,1,1,0
But in this one section we welcomed auditors.,si1361,1,False,2,2,0,1
"After that, we began to get visitors to class.",si1362,1,False,1,1,1,1
"Some of these speculations may have some merit, others are somewhat ambiguous.",si1363,1,False,0,3,1,1
But within that framework he allowed for as much flexibility as possible.,si1364,1,False,1,2,0,1
Or how do we enrich our already fine marriage?,si1365,1,False,2,2,0,0
"Our campus, unfortunately, owns no films.",si1366,1,False,4,0,0,0
The battery median grade-equivalent was used in data analysis in this study.,si1367,1,False,5,1,1,0
The batting average of one success out of seven increased to one out of three.,si1368,1,False,3,2,5,1
"He admitted his behavior, and defended it.",si1369,1,False,2,1,1,1
We may say that his problem was diagnosed but that he refused treatment.,si1370,1,False,2,1,0,0
To use these new ways in daily life is the last step.,si1371,1,False,1,1,0,0
Roleplaying used for analysis follows these general steps leading to training.,si1372,1,False,2,2,0,2
Each form represented by the dictionary is looked up in the text-form list.,si1373,1,False,1,4,0,0
This leaves the ordering of entries variable.,si1374,1,False,1,2,3,1
"Often, dominant stress simply indicates a centering of attention or emotion.",si1375,1,False,7,3,1,0
Sometimes strong stress serves to focus an important secondary relationship.,si1376,1,False,2,3,1,0
"As these maladies overlap, so must the cure.",si1377,1,False,0,1,1,0
Morphophonemic rules may be thought of as joining certain points in the system.,si1378,1,False,3,0,1,0
"You would drive us into shame, he declared.",si1379,1,False,1,1,1,1
There is little doubt that the students benefit from vocational education.,si1380,1,False,0,3,1,0
"But briefly, the topping configuration must be examined for its inferences.",si1381,1,False,4,0,0,3
They are both trend-following methods.,si1382,1,False,1,2,0,1
How much and how many profits could a majority take out of the losses of a few?,si1383,1,False,1,0,1,1
There need be no squeamishness about admitting this.,si1384,1,False,3,1,0,1
Markets should become more competitive as consumers become more selective.,si1385,1,False,0,2,2,1
"In wage negotiations, the industry bargains as a unit with a single union.",si1386,1,False,7,1,0,0
Several factors contributed to this change.,si1387,1,False,2,1,1,1
Such legislation was clarified and extended from time to time thereafter.,si1388,1,False,1,4,0,2
A clearly recognized exception is a statutory merger or consolidation.,si1389,1,False,3,2,0,1
"It is not a pleasant or easy position, but one we have endeavored to maintain.",si1390,1,False,7,3,2,0
"However, when labor disputes arise, its provisions come clearly into play.",si1391,1,False,2,1,2,1
"Assume, for example, a situation where a farm has a packing shed and fields.",si1392,1,False,1,3,0,1
There is no dispute involving fieldwork.,si1393,1,False,2,2,2,1
The ramifications of the issue are enormous.,si1394,1,False,2,0,1,1
The elementary-school child grows gradually in his ability to work in groups.,si1395,1,False,2,2,0,1
Teacher assignment in order to desegregate.,si1396,1,False,2,1,0,2
The plaintiff in school desegregation cases.,si1397,1,False,1,1,0,1
Do they make class-biased decisions?,si1398,1,False,0,1,0,0
Does society really exist as an entity over and above the agglomeration of men?,si1399,1,False,3,1,3,2
Now that this is at odds with our meaning may be shown as follows.,si1400,1,False,3,2,0,0
He holds that goodness and badness lie in feelings of approval or disapproval.,si1401,1,False,4,1,3,0
We do not arrive at spatial images by means of the sense of touch by itself.,si1402,1,False,3,2,3,1
"In what ways, then, did the patient's psychical blindness manifest itself?",si1403,1,False,4,3,0,0
"Thinking the evidence insufficient to get a conviction, he later released him.",si1404,1,False,4,1,2,0
And the law virtually ignored the situation.,si1405,1,False,3,0,1,0
"Receiving no answer, they set the fire.",si1406,1,False,2,1,1,1
"Within a month, calls were up seventy per cent.",si1407,1,False,2,2,1,2
Yet one has to go back only some sixty years.,si1408,1,False,2,1,0,1
Surely there is nothing new about communism.,si1409,1,False,3,1,0,0
We will achieve a more vivid sense of what it is by realizing what it is not.,si1410,1,False,3,1,4,0
Resolved that the anti-slavery sentiment is becoming ripe for resolute action.,si1411,1,False,1,2,2,1
"And the surface is driven back, in its very surfaceness, only by this contrast.",si1412,1,False,5,0,2,0
"In most discussions of this phenomenon, the figures are substantially inflated.",si1413,1,False,7,0,1,1
How ya gonna keep 'em down on the farm?,si1414,1,False,1,0,0,0
A second assistant mopped with two sponges.,si1415,1,False,3,1,0,0
Necessary retouching was put on at once.,si1416,1,False,2,2,0,0
There should be no reason to misinterpret or ignore the intent of this letter.,si1417,1,False,6,3,0,2
"Personal predispositions tend to blunt the ear and, in turn, the voice as well.",si1418,1,False,6,3,1,0
The failure to keep these two usages distinct presents hazards to the reader.,si1419,1,False,1,1,0,2
"This is no assignment for a frivolous girl, she assures him.",si1420,1,False,1,0,1,1
"Though brief, it has a sharp dramatic edge and great poignancy.",si1421,1,False,2,3,0,0
There are many such competently anonymous performances among the earlier poems.,si1422,1,False,6,2,0,1
About dawn he got up to blow.,si1423,1,False,1,0,0,0
It had assumed the terrifying inertia of inanimate matter.,si1424,1,False,4,2,1,2
They were both very fluent.,si1425,1,False,1,1,1,1
His sinuous melody is a sort of naive transcendence of all experience.,si1426,1,False,6,2,3,1
Confabulation has come to determine structure.,si1427,1,False,2,1,0,1
Index words and electronic switches may be reserved in the following ways.,si1428,1,False,2,2,1,0
With the spring rains the flow rose rapidly due to infiltration in open sewers.,si1429,1,False,4,0,0,0
At no time were algae found in the mixed liquor.,si1430,1,False,3,0,0,2
The bacteria formed typical activated sludge floc.,si1431,1,False,0,0,1,0
Now the problem is presented piecemeal and sometimes contradictorily.,si1432,1,False,3,2,1,2
"While one element is announcing progress, another is delineating its problems.",si1433,1,False,4,1,0,2
Conceivably the submarine defense problem can be solved by sufficient forces.,si1434,1,False,5,2,2,1
The world is constantly changing; what was new yesterday is obsolescent today.,si1435,1,False,4,2,0,1
But it must be remembered that the plan should not be oriented geographically.,si1436,1,False,3,2,0,2
A concurrent effort is needed to make oceanographic data useful on the spot.,si1437,1,False,3,1,0,2
These always contain metallic inclusions.,si1438,1,False,3,0,0,0
Simple elongation has been treated in detail.,si1439,1,False,3,0,0,0
A third volume remains to be published.,si1440,1,False,1,0,1,0
"Other morphological, physical, and optical property values are also given.",si1441,1,False,1,0,2,1
The data are presented in lists and tables.,si1442,1,False,2,2,0,0
The compounds are divided according to composition into seven categories.,si1443,1,False,3,1,2,1
Substances: all crystalline substances and other solid-state materials.,si1444,1,False,1,1,0,1
Coverage of primary literature will follow.,si1445,1,False,0,1,2,2
"In earlier years, the preservation of food was essentially related to survival.",si1446,1,False,2,1,3,3
Microorganisms are often responsible for the rapid spoilage of foods.,si1447,1,False,3,0,1,1
"It will, however, inhibit the sprouting of potatoes and other root vegetables.",si1448,1,False,3,3,3,1
Chief interest in radiosterilization resides in the military services.,si1449,1,False,4,2,1,2
Meats: the radiation processing of meat has received extensive investigation.,si1450,1,False,3,4,4,1
"To date, the one meat showing favorable results at sterilization doses is pork.",si1451,1,False,2,1,1,1
Poultry: results of irradiation tests with poultry have been quite successful.,si1452,1,False,1,2,1,0
Urethane foam as an insulator is also coming in for a good deal of attention.,si1453,1,False,6,2,1,2
"Originally, the main types used were various compositions of polyesters.",si1454,1,False,2,2,2,2
The single curve line represents a specific formulation in a test example.,si1455,1,False,4,2,1,1
These air or gas bubbles make highly functional thermal barriers.,si1456,1,False,0,2,0,2
The mixing head moves back and forth slowly across the width of the receptacle.,si1457,1,False,1,2,1,1
A domestic automatic washer that will give equivalent results may be used.,si1458,1,False,1,1,2,0
This is especially true for knitted fabrics.,si1459,1,False,1,1,0,1
The electron optical system may be either a magnetic or electrostatic one.,si1460,1,False,2,3,0,1
Measured performance characteristics for this experimental tube will be listed.,si1461,1,False,2,4,0,3
Space charge influences will also decrease at increased voltages.,si1462,1,False,2,0,1,0
"We can, however, maximize its expected value.",si1463,1,False,1,2,2,0
Manual leveling requires an appropriate display of the accelerometer outputs.,si1464,1,False,1,2,2,3
This process is especially difficult since gyro drifting is typically random.,si1465,1,False,3,2,0,0
"In simpler terms, it amounts to pointing the platform in the proper direction.",si1466,1,False,5,1,0,0
The platform accelerometers must be slightly modified for this procedure.,si1467,1,False,0,1,0,3
A precision transit is set up so that it is aligned with respect to true north.,si1468,1,False,4,3,0,0
This can be done to a high degree of accuracy by existing surveying techniques.,si1469,1,False,3,2,2,1
Gyrocompass heading.,si1470,1,False,0,1,0,0
"He looked lazy, spoiled, a little querulous.",si1471,1,False,0,0,0,0
"She greeted her husband's colleagues with smiling politeness, offering nothing.",si1472,1,False,2,0,0,1
"You don't eat enough, honey.",si1473,1,False,3,0,0,0
"Husky young man, he said with mock distaste.",si1474,1,False,1,1,0,0
Is his appetite improved?,si1475,1,False,0,0,1,0
Or: does he get exercise?,si1476,1,False,0,1,0,1
It required an energy he no longer possessed to be satirical about his father.,si1477,1,False,1,2,0,1
"He did not mind the useless, kindly questions.",si1478,1,False,4,1,0,0
Have you got enough blankets?,si1479,1,False,0,0,1,0
"Closer still, regular barricades of barbed wire hung on timber supports.",si1480,1,False,1,2,1,4
Was it all vain labor?,si1481,1,False,1,0,1,1
"It could take place tomorrow night, or it might occur months from now.",si1482,1,False,3,0,0,2
Give me your machine gun ammo.,si1483,1,False,2,0,1,0
They are also honest seekers after truth.,si1484,1,False,0,1,0,2
The other patrons were taxi drivers and art students and small shopkeepers.,si1485,1,False,3,0,1,2
The fear of punishment just didn't bother him.,si1486,1,False,1,0,1,1
These were heroes nine feet tall to him.,si1487,1,False,2,1,0,1
Poverty imposes a kind of chastity on the ambitious.,si1488,1,False,2,0,2,0
"At law school, the same.",si1489,1,False,0,0,0,0
Perhaps it was right; perhaps it was just.,si1490,1,False,0,0,0,0
"He merely said, any good decorator these days can make you a tasteful home.",si1491,1,False,1,2,0,0
There was typhoid and malaria.,si1492,1,False,1,2,0,0
"By that time, perhaps something better can be done.",si1493,1,False,2,1,0,0
Hope to see you again.,si1494,1,False,1,1,0,0
Two gas lamps were no more than a misleading glow.,si1495,1,False,1,1,0,1
"After that, violence was exultantly easy.",si1496,1,False,2,1,1,0
From childhood he had known all about knives.,si1497,1,False,2,1,1,1
He smashed it in and tumbled into darkness.,si1498,1,False,4,1,0,0
It was like finally getting into one's own nightmares to punish one's dreams.,si1499,1,False,4,2,0,1
Yet even that explosion did not mean much.,si1500,1,False,4,1,1,0
Behind him billowed a small pungent cloud of smoke.,si1501,1,False,3,0,1,0
"It was not exactly panic they gave way to, but they could not just sit there.",si1502,1,False,2,1,1,1
By the look of him he wasn't that far gone.,si1503,1,False,2,0,1,0
"For a moment, boy and mount hung in midair.",si1504,1,False,4,1,0,0
The blow encountered silky hair and hard bone.,si1505,1,False,3,1,0,2
They were pursuing him.,si1506,1,False,0,1,0,2
"The walls bulged, the floor trembled, the windowpanes rattled.",si1507,1,False,2,1,0,0
"He stared at the far morning, expecting a pendulum to swing across the horizon.",si1508,1,False,1,3,0,1
"However, a boy's lively eyes might rove.",si1509,1,False,0,1,3,0
A flash illumined the trees as a crooked bolt twigged in several directions.,si1510,1,False,2,2,1,1
Fiddles screeched; a piano tinkled.,si1511,1,False,0,1,0,0
"They stayed at hotels and boardinghouses, or at private homes.",si1512,1,False,1,1,1,1
"He chuckled, the memory vivid.",si1513,1,False,0,1,2,1
"Maybe they'll stop it now, once for all.",si1514,1,False,2,1,0,1
They're doin' it now.,si1515,1,False,1,1,0,0
"The word also made him feel hate, sincere hate, for those so labeled.",si1516,1,False,1,0,0,2
"Hired, hard lackeys of the warmongering capitalists.",si1517,1,False,0,0,0,1
"His arm moved swiftly, violently, once, twice.",si1518,1,False,1,0,2,0
"The thought came back, the one nagging at him these past four days.",si1519,1,False,2,0,0,0
Somebody'll hafta start thinkin.,si1520,1,False,1,0,0,0
"He looked over at him, lying there, asleep, and he felt a wave of revulsion.",si1521,1,False,2,3,4,0
Why couldn't they have dumped him off on someone else?,si1522,1,False,2,1,1,0
Thoroughly wised up.,si1523,1,False,0,0,0,0
"Knows the score with a supreme effort, he broke it off.",si1524,1,False,1,1,0,1
Maybe they already got them.,si1525,1,False,0,0,0,1
"Boy, you're stirrin early, a sleepy voice said.",si1526,1,False,0,1,1,1
They'll toe the line.,si1527,1,False,1,0,0,0
"See, he's already snapping it up, the dumb jerk.",si1528,1,False,1,0,0,1
Merely to satisfy the author's curiosity.,si1529,1,False,0,0,0,3
No one will even suspect that it is your work.,si1530,1,False,3,2,1,0
Who is going to stop me?,si1531,1,False,0,0,0,0
Neither better nor worse.,si1532,1,False,1,1,0,0
"At home, yes, they argued.",si1533,1,False,0,1,0,0
Is it because of my slovenliness that hair grows on my face?,si1534,1,False,3,1,2,0
He trembled lest his piece should fail.,si1535,1,False,0,2,0,0
Drunkenness was no longer tolerated.,si1536,1,False,2,0,0,1
It would be well to show the populace how we deal with adulterers.,si1537,1,False,0,1,0,2
"A carriage crunched by, its dim lights filtering through the gloom.",si1538,1,False,1,1,0,0
Fists pummeled him as he staggered forward.,si1539,1,False,0,0,0,2
"He wondered if it wore the old anxiety, or the old, taut stoicism.",si1540,1,False,1,1,0,0
"It gave the rubberized fabric a dull gleam, like metal.",si1541,1,False,0,1,1,1
"The feet wore army shoes, in obvious disrepair.",si1542,1,False,1,1,1,1
Then he -- then what?,si1543,1,False,2,2,0,0
He had plunged into the dark woods beyond.,si1544,1,False,3,0,0,0
They did not know who they were or know their own worth.,si1545,1,False,4,1,0,0
In the pity for them his loneliness was gone.,si1546,1,False,4,2,0,1
"It is the same ole same, tell me its name.",si1547,1,False,1,1,0,0
"Y'all wanna walk -- walk, he said.",si1548,1,False,1,1,0,0
Y'all should have let me do it.,si1549,1,False,0,1,1,0
Maybe today'll be a good-news day.,si1550,1,False,1,0,0,0
"Oh -- we managed, she said.",si1551,1,False,0,1,0,0
"Outside, only a handful of reporters remained.",si1552,1,False,3,0,1,2
"However, the litter remained, augmented by several dozen lunchroom suppers.",si1553,1,False,4,3,2,2
"They offered no opinions, volunteered nothing, betrayed no emotions.",si1554,1,False,6,0,1,0
A sleepy voice answered.,si1555,1,False,1,0,1,1
He waited until they were inside the elevator and then said: now what do we do?,si1556,1,False,5,2,1,2
"They had vermouth, sitting in front of a cafe.",si1557,1,False,1,0,2,1
He reached out and felt the bath towel hanging on the towel rack over the tub.,si1558,1,False,2,1,1,1
"Visually, these approximated what he was feeling within himself.",si1559,1,False,1,1,1,0
Leave me your address.,si1560,1,False,0,1,1,0
The surgeon carried a cage of live pigeons.,si1561,1,False,2,1,1,0
Was it a birthday ball?,si1562,1,False,0,1,0,0
"It was a grotesque hen, five or six feet tall.",si1563,1,False,1,2,1,1
"Husbandry was bounded by snake-rail fences, and there were grazing cattle.",si1564,1,False,5,3,0,0
They often threw tidbits overboard.,si1565,1,False,1,0,1,1
One had to believe in final events or one was stranded in the abyss of nothing.,si1566,1,False,7,1,3,0
"He drove sensual patterns off, carefully shaving his long upper lip.",si1567,1,False,2,2,2,0
He began to pack the saddlebags.,si1568,1,False,1,0,0,0
This is our singular goal.,si1569,1,False,0,0,0,1
Andrei's skilled eye sized them up.,si1570,1,False,1,1,0,0
"Ice baths, electric shocks, lashings, wild dogs, testicle crushers.",si1571,1,False,0,2,0,1
"He found an empty bench, opened a newspaper, and stretched his legs before him.",si1572,1,False,6,4,0,0
His captain was thin and haggard and his beautiful boots were worn and shabby.,si1573,1,False,6,0,0,1
Flies swarmed around the bowl of lentils in which he mopped thick black bread.,si1574,1,False,3,2,1,0
Suddenly she was very mysterious and dramatic.,si1575,1,False,1,0,1,1
We both had hangovers.,si1576,1,False,0,0,1,0
"Brown eyes, eyebrow mustache.",si1577,1,False,0,0,0,0
Oval face without an expression in the world.,si1578,1,False,3,1,1,0
Exboyfriend meet exhusband.,si1579,1,False,2,3,0,0
He always seemed to have money in his pocket.,si1580,1,False,1,1,1,0
How about me trying to help her get her job back?,si1581,1,False,0,1,0,1
They weren't as well paid as they should have been.,si1582,1,False,1,3,1,0
For once radicalism was a recommendation.,si1583,1,False,2,1,0,2
Rector was often curious; often tempted to ask questions but he never did.,si1584,1,True,4,4,1,3
How many children do you have present today?,si1585,1,False,2,2,1,1
"Your voice is delightful, he approved with a warm smile.",si1586,1,False,0,0,2,1
The jaded amorist conjured up pictures of the blasphemous rites with relish.,si1587,1,False,1,1,1,1
"To be passive, to be girlishly shy was palpably absurd.",si1588,1,False,0,0,1,0
"No, she would not pretend modesty, but neither must she be crudely bold.",si1589,1,False,4,2,0,2
With his club foot he might well be grateful.,si1590,1,False,0,0,0,0
"Her lips, moist and parted, spoke his name.",si1591,1,False,2,0,0,1
She sprang up and went swiftly to the bedroom.,si1592,1,False,2,1,0,0
Neither acknowledged the gift.,si1593,1,False,2,0,0,0
On all sides doors were being slammed in his face.,si1594,1,False,0,0,0,1
A crude ladder ran down to a wooden floor.,si1595,1,False,2,0,0,1
"Prompted by a guilty urge, he had disobeyed the order of a man he respected.",si1596,1,False,1,1,1,1
"The figure in the corner belched loudly, a deep, liquid eruption.",si1597,1,False,3,2,0,2
The flat-bottomed boat swung slowly to the pull of the current.,si1598,1,False,1,1,1,0
"They moved toward the skiffs with shocking eagerness, elbowing and shoving.",si1599,1,False,2,4,2,1
The third crawling man forced himself erect.,si1600,1,False,1,2,0,0
Two clotted balls the color of mucus rolled between fiery lids.,si1601,1,False,1,0,1,0
His sweet whisper came after great effort.,si1602,1,False,0,1,0,2
Intelligence jabbed at him accusingly.,si1603,1,False,2,1,0,0
He believed that brave boys didn't cry.,si1604,1,False,0,1,2,0
"Nobody does, but they gave me ten last year.",si1605,1,False,2,1,1,1
"""Infectious hepatitis!"", he shouted heartily.",si1606,1,False,1,2,0,0
He travelled all over the world.,si1607,1,False,0,0,2,0
"She smiled, and the teeth gleamed in her beautifully modeled olive face.",si1608,1,False,2,1,1,1
